NCBI UID,Ensembl ID
100287178,ENSG00000233136
6158,ENSG00000108107
280655,ENSG00000226677
79570,ENSG00000084628
6964,
483,ENSG00000069849
9110,ENSG00000108389
114327,ENSG00000096093
26248,ENSG00000171133
23508,ENSG00000133985
79742,ENSG00000147113
51128,ENSG00000152700
9322,ENSG00000125733
55588,ENSG00000063322
10518,ENSG00000136425
59345,ENSG00000114450
1973,ENSG00000161960
140458,ENSG00000164122
7425,ENSG00000128564
810,ENSG00000178363
23395,ENSG00000011376
644019,ENSG00000215126
114788,ENSG00000164796
2157,ENSG00000185010
10385,ENSG00000124508
11257,ENSG00000182165
5372,ENSG00000100417
57670,ENSG00000122778
11065,ENSG00000175063
643832,
5140,ENSG00000152270
388323,ENSG00000182327
4092,ENSG00000101665
55127,ENSG00000119285
22849,ENSG00000107864
57214,ENSG00000103888
245939,ENSG00000185982
126820,ENSG00000162643
1184,ENSG00000171365
5524,ENSG00000119383
283229,ENSG00000177685
129868,ENSG00000144015
346606,ENSG00000106384
79789,ENSG00000165959
7273,ENSG00000155657
2701,ENSG00000187513
27163,ENSG00000138744
442247,ENSG00000251258
162962,ENSG00000196267
54491,ENSG00000145569
6193,ENSG00000083845
8835,ENSG00000120833
7041,ENSG00000140682
60496,ENSG00000149313
27351,ENSG00000100418
2533,ENSG00000082074
55771,ENSG00000068489
57026,ENSG00000241360
203522,ENSG00000165359
5716,ENSG00000101843
10527,ENSG00000205339
654429,ENSG00000166159
219870,ENSG00000236981
6355,ENSG00000108700
7287,ENSG00000112041
51117,ENSG00000167113
27197,ENSG00000171657
54465,ENSG00000143971
92749,ENSG00000157856
26045,ENSG00000146006
3627,ENSG00000169245
6167,ENSG00000145592
23705,ENSG00000182985
9913,ENSG00000119760
65110,ENSG00000169062
54657,ENSG00000244474
55785,ENSG00000180263
26277,ENSG00000092330
56100,ENSG00000253305
10715,ENSG00000223802
51741,ENSG00000186153
6503,ENSG00000155926
23361,ENSG00000102870
3071,ENSG00000123338
8499,ENSG00000139220
79917,ENSG00000269313
10371,ENSG00000075213
24144,ENSG00000100109
160897,ENSG00000152749
89765,ENSG00000160188
4254,ENSG00000049130
414062,ENSG00000276085
5988,ENSG00000128250
10143,ENSG00000166509
57684,ENSG00000171448
1514,ENSG00000135047
374354,ENSG00000196865
83851,ENSG00000139973
11091,ENSG00000196363
4066,ENSG00000104903
347344,ENSG00000197779
51573,ENSG00000006007
6731,ENSG00000174780
653268,ENSG00000264204
84248,ENSG00000122068
9779,ENSG00000131374
219428,ENSG00000279514
29035,ENSG00000182831
200159,ENSG00000173728
79745,ENSG00000115295
136242,ENSG00000165076
9325,ENSG00000103671
114112,ENSG00000197763
84614,ENSG00000185278
59342,ENSG00000121064
1974,ENSG00000156976
146909,ENSG00000186185
56138,ENSG00000249158
4608,ENSG00000133055
56904,ENSG00000148341
79577,ENSG00000134371
80086,ENSG00000243910
254887,ENSG00000184307
158833,ENSG00000204195
139804,ENSG00000175718
9117,ENSG00000093183
10349,ENSG00000154263
3875,ENSG00000111057
400668,ENSG00000185198
23359,ENSG00000104059
3049,ENSG00000086506
9573,ENSG00000184344
6709,ENSG00000197694
54805,ENSG00000148842
8693,ENSG00000257594
22885,ENSG00000173210
84270,ENSG00000165233
54039,ENSG00000183570
9741,ENSG00000068697
257068,ENSG00000240891
4862,ENSG00000170485
10947,ENSG00000070718
391004,ENSG00000204479
147645,ENSG00000186806
4298,ENSG00000130382
3881,ENSG00000094796
140460,ENSG00000183475
2953,ENSG00000099984
828,ENSG00000105519
8455,ENSG00000088812
121457,ENSG00000166130
9587,ENSG00000124688
28577,ENSG00000274752
8667,ENSG00000147677
84284,ENSG00000135778
22871,ENSG00000169760
93233,ENSG00000105479
226,ENSG00000149925
121665,ENSG00000157837
57648,ENSG00000162522
5178,ENSG00000198300
81392,ENSG00000244623
6399,ENSG00000196459
124773,ENSG00000141371
642,ENSG00000108578
2739,ENSG00000124767
50835,ENSG00000121381
148867,ENSG00000162695
339501,ENSG00000185888
57822,ENSG00000158055
79583,ENSG00000205084
7079,ENSG00000157150
6997,ENSG00000241186
55749,ENSG00000060339
170691,ENSG00000140470
8031,ENSG00000266412
140838,ENSG00000170191
1513,ENSG00000143387
10144,ENSG00000138640
57683,ENSG00000204186
56751,ENSG00000125492
11096,ENSG00000154736
83856,ENSG00000106701
441869,ENSG00000235098
10978,ENSG00000172409
4061,ENSG00000160932
140699,ENSG00000101353
51574,ENSG00000174720
6736,ENSG00000184895
64693,ENSG00000212710
23154,ENSG00000020129
2998,ENSG00000111713
23366,ENSG00000164542
6504,ENSG00000117090
10376,ENSG00000123416
4253,ENSG00000150527
9914,ENSG00000064270
6160,ENSG00000071082
65117,ENSG00000111011
51322,ENSG00000095787
9128,ENSG00000136875
26270,ENSG00000116663
84419,ENSG00000166920
56107,ENSG00000261934
10712,ENSG00000160767
116448,ENSG00000184221
1345,ENSG00000164919
4637,ENSG00000092841
90019,ENSG00000149043
727866,ENSG00000179304
10520,ENSG00000121417
6352,ENSG00000271503
222236,ENSG00000161048
23530,ENSG00000112992
51110,ENSG00000147592
7280,ENSG00000137267
689,ENSG00000145741
54462,ENSG00000107771
27190,ENSG00000127743
3620,ENSG00000131203
6194,ENSG00000137154
7046,ENSG00000106799
8832,ENSG00000066294
2534,ENSG00000010810
60491,ENSG00000196290
26284,ENSG00000132591
55776,ENSG00000112167
140807,ENSG00000170486
283820,ENSG00000185164
5711,ENSG00000095261
375611,ENSG00000170615
1183,ENSG00000073464
131890,ENSG00000114124
57213,ENSG00000123178
389692,ENSG00000182759
5523,ENSG00000073711
7274,ENSG00000137561
54496,ENSG00000132600
27164,ENSG00000256463
2706,ENSG00000165474
55544,ENSG00000132819
57677,ENSG00000142065
11062,ENSG00000105865
100289678,ENSG00000204946
388324,ENSG00000196388
5147,ENSG00000156973
8658,ENSG00000173273
55120,ENSG00000115392
219,ENSG00000137124
85369,ENSG00000143093
7422,ENSG00000112715
23392,ENSG00000136813
817,ENSG00000145349
404203,ENSG00000178172
55312,ENSG00000135002
3082,ENSG00000019991
2150,ENSG00000164251
10382,ENSG00000104833
11250,ENSG00000135973
89796,ENSG00000134369
5375,ENSG00000147588
3843,ENSG00000065150
9545,ENSG00000105514
79919,ENSG00000172478
8497,ENSG00000143847
84074,ENSG00000129646
147687,ENSG00000173480
1728,ENSG00000181019
390928,ENSG00000183760
4854,ENSG00000074181
134147,ENSG00000164237
5986,ENSG00000169733
390326,ENSG00000185821
4068,ENSG00000183918
10971,ENSG00000134308
140690,ENSG00000124092
79317,ENSG00000176281
9777,ENSG00000101337
84246,ENSG00000133398
120775,ENSG00000178358
10529,ENSG00000078114
1942,ENSG00000169242
143471,ENSG00000154611
51119,ENSG00000126524
7289,ENSG00000078246
23539,ENSG00000100156
84622,ENSG00000180626
162998,ENSG00000188000
27199,ENSG00000165621
92747,ENSG00000125999
680,ENSG00000102239
9313,ENSG00000137674
79541,ENSG00000180658
124583,ENSG00000171302
280664,ENSG00000182931
6169,ENSG00000172809
26279,ENSG00000117215
152503,ENSG00000109686
9121,ENSG00000170190
6955,
54659,ENSG00000288702
116441,ENSG00000163762
245937,ENSG00000180383
93661,ENSG00000177938
140032,ENSG00000280969
7873,ENSG00000145050
91304,ENSG00000182087
5718,ENSG00000197170
2965,ENSG00000110768
140456,ENSG00000165192
284654,ENSG00000169218
2159,ENSG00000126218
8463,ENSG00000074219
114786,ENSG00000206579
84080,ENSG00000124074
11259,ENSG00000168386
25850,ENSG00000251247
283471,ENSG00000186452
90480,ENSG00000179271
5972,ENSG00000143839
113791,ENSG00000100100
10985,ENSG00000089154
155184,ENSG00000197241
283643,ENSG00000185347
133396,ENSG00000164509
55915,ENSG00000132434
210,ENSG00000148218
85360,ENSG00000105137
9783,ENSG00000117016
8651,ENSG00000185338
22847,ENSG00000168813
55129,ENSG00000160746
10724,ENSG00000198408
1373,ENSG00000021826
340706,ENSG00000165816
128371,ENSG00000180433
4601,ENSG00000119950
7084,ENSG00000166548
65121,ENSG00000116721
51314,ENSG00000086288
9922,ENSG00000144711
6156,ENSG00000156482
26246,ENSG00000203663
51126,ENSG00000173418
163049,ENSG00000173875
200150,ENSG00000180287
6364,ENSG00000115009
23506,ENSG00000112624
29800,ENSG00000159714
158234,ENSG00000165275
55586,ENSG00000100253
54454,ENSG00000119778
1141,ENSG00000160716
10516,ENSG00000140092
386618,ENSG00000180332
6700,ENSG00000241794
23162,ENSG00000138834
51542,ENSG00000143952
9748,ENSG00000065613
84279,ENSG00000135617
474384,ENSG00000277150
83860,ENSG00000165632
116228,ENSG00000203667
1525,ENSG00000154639
10172,ENSG00000152454
4057,ENSG00000012223
1717,ENSG00000172893
202051,ENSG00000170469
23350,ENSG00000163714
6532,ENSG00000108576
92912,ENSG00000140367
81539,ENSG00000111371
653857,ENSG00000106526
2192,ENSG00000077942
3040,ENSG00000188536
64651,ENSG00000144655
23196,ENSG00000048828
7626,ENSG00000186376
284459,ENSG00000181666
2354,ENSG00000125740
22878,ENSG00000153339
55116,ENSG00000121775
260425,ENSG00000081026
11054,ENSG00000060491
643803,ENSG00000188694
83894,ENSG00000137473
440145,ENSG00000204899
129401,ENSG00000163002
10186,ENSG00000183722
5171,
11266,ENSG00000081721
57473,ENSG00000196700
692196,
4291,ENSG00000178053
821,ENSG00000127022
7414,ENSG00000035403
140469,ENSG00000071909
84883,ENSG00000042286
3888,ENSG00000161850
2166,ENSG00000117480
55324,ENSG00000161204
100462977,ENSG00000256618
57017,ENSG00000088682
729330,ENSG00000253117
1387,ENSG00000005339
5727,ENSG00000185920
168667,ENSG00000164619
7070,ENSG00000154096
8804,ENSG00000143162
55740,ENSG00000154380
140831,ENSG00000132801
8038,ENSG00000148848
85509,ENSG00000170948
479,ENSG00000075673
168455,ENSG00000253276
6390,ENSG00000117118
55572,ENSG00000110074
27152,ENSG00000164066
2730,ENSG00000023909
245908,ENSG00000186562
5515,ENSG00000113575
286336,ENSG00000126882
123103,ENSG00000185271
57679,ENSG00000003393
10982,ENSG00000166974
5149,ENSG00000139053
132243,ENSG00000178804
9784,ENSG00000115234
217,ENSG00000111275
819,ENSG00000164615
2962,ENSG00000125651
115653,ENSG00000242019
8464,ENSG00000196284
114781,ENSG00000183826
339366,ENSG00000185761
112476,ENSG00000167371
7048,ENSG00000163513
140809,ENSG00000271303
8000,ENSG00000167653
55778,ENSG00000022976
7874,ENSG00000187555
165140,ENSG00000162881
245930,ENSG00000215545
80271,ENSG00000086544
79780,ENSG00000149231
50804,ENSG00000104177
673,ENSG00000157764
54498,ENSG00000088826
653437,ENSG00000185176
9126,ENSG00000108055
161514,ENSG00000167139
388588,ENSG00000235169
56935,ENSG00000166002
408050,ENSG00000103226
1179,ENSG00000016490
374739,ENSG00000159648
1945,ENSG00000243364
163071,ENSG00000178150
79774,ENSG00000139835
9314,ENSG00000136826
687,ENSG00000119138
145781,ENSG00000137878
340168,ENSG00000203909
4853,ENSG00000134250
11098,ENSG00000150687
83858,ENSG00000160072
390321,ENSG00000205330
5981,ENSG00000035928
127557,
100287718,ENSG00000230062
6738,ENSG00000116747
54834,ENSG00000196505
79310,ENSG00000197938
9770,ENSG00000101265
81501,ENSG00000164935
2996,ENSG00000197465
23368,ENSG00000088808
9542,ENSG00000158458
84073,ENSG00000136449
8490,ENSG00000143248
3078,ENSG00000244414
100288562,
390113,ENSG00000176567
64232,ENSG00000166930
6397,ENSG00000129657
93659,ENSG00000189052
2737,ENSG00000106571
57222,ENSG00000113719
221476,ENSG00000164530
1380,ENSG00000117322
57010,ENSG00000175544
5720,ENSG00000092010
8803,ENSG00000136143
137964,ENSG00000158669
7077,ENSG00000035862
140836,ENSG00000125888
55747,
255193,ENSG00000180846
6999,ENSG00000151790
11261,ENSG00000187446
57474,ENSG00000188033
4296,ENSG00000173327
826,ENSG00000126247
201627,ENSG00000174839
50651,ENSG00000162426
9589,ENSG00000146457
2161,ENSG00000131187
55323,ENSG00000166173
23191,ENSG00000273749
7621,ENSG00000187792
85358,ENSG00000251322
2353,ENSG00000170345
55111,ENSG00000104886
8669,ENSG00000104131
3281,ENSG00000230989
4898,ENSG00000078618
10181,ENSG00000003756
57646,ENSG00000048028
142937,
5176,ENSG00000132386
57480,ENSG00000120278
10347,ENSG00000064687
100287515,
6535,ENSG00000130821
23357,ENSG00000013523
84870,ENSG00000146374
54205,ENSG00000172115
92129,ENSG00000147223
2195,ENSG00000083857
3047,ENSG00000213934
79921,ENSG00000133142
23165,ENSG00000155561
222663,ENSG00000146197
6707,ENSG00000163209
51545,ENSG00000171425
542767,ENSG00000205861
3275,ENSG00000160310
10175,ENSG00000100528
1522,ENSG00000101160
220134,ENSG00000154839
4050,ENSG00000227507
10949,ENSG00000177733
51121,ENSG00000037241
6363,ENSG00000172724
26073,ENSG00000004142
3611,ENSG00000166333
120329,
54453,ENSG00000132669
441400,ENSG00000233111
1146,ENSG00000196811
727857,ENSG00000205899
340533,ENSG00000050030
1374,ENSG00000110090
10723,ENSG00000113504
56136,ENSG00000239389
100287171,ENSG00000181404
4606,ENSG00000086967
7083,ENSG00000167900
9925,ENSG00000168795
3423,ENSG00000010404
255167,ENSG00000250056
9119,ENSG00000170454
55713,ENSG00000198185
3483,ENSG00000099769
140862,ENSG00000101230
2551,ENSG00000154727
27333,ENSG00000173905
7023,ENSG00000090447
80028,ENSG00000155034
8857,ENSG00000275395
9985,ENSG00000100918
5774,ENSG00000070159
91368,ENSG00000237190
10783,ENSG00000119408
5546,ENSG00000143294
91966,ENSG00000197620
4494,ENSG00000198417
158293,ENSG00000188938
55521,ENSG00000152503
27101,ENSG00000116161
51181,ENSG00000169738
5122,ENSG00000175426
11007,ENSG00000175602
1582,ENSG00000180432
54097,ENSG00000183844
2307,ENSG00000179772
55145,ENSG00000131931
132228,ENSG00000179564
7675,ENSG00000197961
2135,ENSG00000162694
79981,ENSG00000153303
64430,ENSG00000126773
2909,ENSG00000160007
6595,ENSG00000080503
7447,ENSG00000163032
5310,ENSG00000008710
11235,ENSG00000114209
4004,ENSG00000166407
4838,ENSG00000156574
1576,ENSG00000160868
10121,ENSG00000138107
288,ENSG00000151150
3221,ENSG00000198353
6753,ENSG00000278195
23131,ENSG00000186566
7681,ENSG00000179455
9529,ENSG00000166170
171389,ENSG00000174885
3013,ENSG00000196866
158431,ENSG00000196597
23303,ENSG00000197892
886,ENSG00000163394
6561,ENSG00000081800
79149,ENSG00000131848
84824,ENSG00000132185
4236,ENSG00000140259
345643,ENSG00000234602
100127206,ENSG00000186367
728621,ENSG00000186409
10313,ENSG00000133318
158055,ENSG00000196366
81932,ENSG00000119431
6939,ENSG00000125878
133558,ENSG00000171495
51347,ENSG00000135090
23767,ENSG00000125848
9971,ENSG00000012504
5780,ENSG00000169410
83659,ENSG00000167858
10777,ENSG00000172995
122618,ENSG00000166428
1112,ENSG00000053254
57282,ENSG00000144290
3645,ENSG00000027644
285148,ENSG00000134330
26027,ENSG00000162390
54407,ENSG00000134294
28981,ENSG00000122970
2797,ENSG00000125787
51175,ENSG00000074935
6337,ENSG00000111319
23555,ENSG00000099282
94241,ENSG00000164938
25803,ENSG00000124664
118924,ENSG00000148690
387104,ENSG00000214338
167227,ENSG00000172795
2936,ENSG00000104687
100505705,
7478,ENSG00000061492
8602,ENSG00000087269
54894,ENSG00000108375
81793,ENSG00000174123
28512,ENSG00000197885
157680,ENSG00000132549
440915,ENSG00000204434
130540,ENSG00000155749
221079,ENSG00000165997
391253,ENSG00000149651
286362,ENSG00000136839
5921,ENSG00000145715
8266,ENSG00000102178
627,ENSG00000176697
5579,ENSG00000166501
386680,ENSG00000241123
100507436,ENSG00000204520
56995,ENSG00000130338
83692,ENSG00000102181
137133,ENSG00000253810
65985,ENSG00000081760
64857,ENSG00000090924
415,ENSG00000157399
80017,ENSG00000133943
84671,ENSG00000197937
8292,ENSG00000206561
26018,ENSG00000144749
54438,ENSG00000145990
92714,ENSG00000197070
136227,ENSG00000160963
9340,ENSG00000065325
26824,ENSG00000274978
79720,ENSG00000139722
1911,ENSG00000111752
386674,ENSG00000188155
338442,ENSG00000182782
202459,ENSG00000243775
56961,ENSG00000105251
83666,ENSG00000138496
160492,ENSG00000152936
10748,ENSG00000256667
116412,ENSG00000152475
3448,ENSG00000228083
284297,ENSG00000179954
9172,ENSG00000036448
6906,ENSG00000123561
51378,ENSG00000101280
374907,ENSG00000177191
4209,ENSG00000116604
127731,ENSG00000158816
389856,ENSG00000273820
9516,ENSG00000189067
81555,ENSG00000145817
79176,ENSG00000107872
3810,
92370,ENSG00000155893
9724,ENSG00000253797
84215,ENSG00000118156
285513,ENSG00000185477
54860,ENSG00000071203
200558,ENSG00000169621
259197,ENSG00000204475
10922,ENSG00000164896
90427,ENSG00000104081
4807,ENSG00000171786
220963,ENSG00000165449
1549,ENSG00000198077
10542,ENSG00000134248
134548,ENSG00000198944
26020,ENSG00000197324
84649,ENSG00000062282
3642,ENSG00000173404
554235,ENSG00000204653
9378,ENSG00000179915
2790,ENSG00000242616
28986,ENSG00000187601
79718,ENSG00000177565
29068,ENSG00000196323
285973,ENSG00000181652
51172,ENSG00000103174
23552,ENSG00000156345
6330,ENSG00000177098
26212,ENSG00000124657
51340,ENSG00000101343
6102,ENSG00000102218
9976,ENSG00000110852
139065,ENSG00000179542
23760,ENSG00000180957
5787,ENSG00000127329
353345,ENSG00000187037
1327,ENSG00000131143
56165,ENSG00000095627
90249,ENSG00000113763
728242,
100125556,ENSG00000291071
3014,ENSG00000188486
881,ENSG00000185972
6566,ENSG00000155380
23304,ENSG00000024048
84823,ENSG00000176619
1743,ENSG00000119689
10314,ENSG00000115365
403282,ENSG00000205328
353513,ENSG00000129862
10126,ENSG00000100246
1571,ENSG00000130649
255762,ENSG00000155714
145389,ENSG00000139974
3226,ENSG00000180818
23136,ENSG00000082397
54858,ENSG00000130517
6754,ENSG00000132671
163479,ENSG00000143107
2132,ENSG00000151348
8408,ENSG00000177169
124944,ENSG00000258315
26682,ENSG00000177693
79986,ENSG00000242779
875,ENSG00000160200
5317,ENSG00000081277
11232,ENSG00000256525
677850,ENSG00000274091
391059,ENSG00000156869
100131390,ENSG00000217236
253461,ENSG00000177311
5125,ENSG00000099139
11000,ENSG00000143554
5919,ENSG00000106538
57615,ENSG00000229676
1585,ENSG00000179142
2300,ENSG00000176678
55142,ENSG00000137814
153218,ENSG00000214510
138715,ENSG00000205143
4493,ENSG00000169715
147872,ENSG00000161609
378950,ENSG00000242389
55526,ENSG00000181192
284069,ENSG00000161682
2764,ENSG00000197045
28972,ENSG00000114902
27106,ENSG00000105643
7216,ENSG00000067445
51186,ENSG00000185222
114987,ENSG00000148225
285987,ENSG00000231764
401145,ENSG00000184305
3484,ENSG00000146678
7818,ENSG00000132676
55714,ENSG00000218336
27334,ENSG00000078589
2556,ENSG00000011677
8850,ENSG00000114166
7024,ENSG00000135457
9982,ENSG00000137440
203547,ENSG00000160131
730249,ENSG00000102794
267002,ENSG00000185220
9723,ENSG00000170381
3219,ENSG00000170689
23109,ENSG00000181418
54867,ENSG00000119777
51529,ENSG00000141552
4800,ENSG00000001167
374900,ENSG00000198453
116071,ENSG00000168062
392617,ENSG00000225968
81552,ENSG00000154978
125061,ENSG00000183077
92979,ENSG00000139266
6559,ENSG00000070915
3817,ENSG00000167751
79171,ENSG00000126254
83661,ENSG00000166959
1318,ENSG00000136867
57088,ENSG00000114698
100289087,ENSG00000236424
84444,ENSG00000104885
92521,ENSG00000128487
6901,ENSG00000102125
9175,ENSG00000073803
115290,ENSG00000269190
64098,ENSG00000138964
9949,ENSG00000101935
8295,ENSG00000196367
84676,ENSG00000158022
79727,ENSG00000131914
26823,ENSG00000201659
29057,ENSG00000268350
143425,ENSG00000170743
83695,ENSG00000171792
56992,ENSG00000163808
65982,ENSG00000121413
7827,ENSG00000116218
412,ENSG00000101846
64850,ENSG00000164089
9181,ENSG00000116584
2569,ENSG00000146276
80010,ENSG00000178966
153643,ENSG00000153347
3689,ENSG00000160255
80222,ENSG00000143374
10589,ENSG00000175550
387755,ENSG00000188487
244,
171177,ENSG00000104140
8605,ENSG00000105499
81794,ENSG00000142303
54893,ENSG00000166912
286365,ENSG00000179055
5926,ENSG00000032219
25804,ENSG00000130520
5328,ENSG00000122861
117157,ENSG00000198574
151742,ENSG00000163590
116085,ENSG00000197891
1788,ENSG00000119772
387103,ENSG00000203760
57418,ENSG00000065268
91734,ENSG00000148377
645191,ENSG00000220008
8437,ENSG00000111344
2931,ENSG00000105723
116844,ENSG00000171236
4207,ENSG00000213999
1775,ENSG00000167968
10322,ENSG00000135632
196541,ENSG00000139780
79944,ENSG00000087299
9518,ENSG00000130513
79178,ENSG00000259431
7482,ENSG00000134245
6550,ENSG00000066230
23332,ENSG00000074054
26472,ENSG00000173457
51520,ENSG00000133706
6762,
4035,ENSG00000123384
10110,ENSG00000101049
4809,ENSG00000100138
54436,ENSG00000125089
3674,ENSG00000005961
23564,ENSG00000213722
200132,ENSG00000152760
51144,ENSG00000149084
353141,ENSG00000187223
90871,ENSG00000137038
5583,ENSG00000027075
727832,ENSG00000277322
10574,ENSG00000135624
1123,ENSG00000128656
389400,ENSG00000187871
4663,
150209,ENSG00000183773
1311,ENSG00000105664
10746,ENSG00000169967
6908,ENSG00000112592
3446,ENSG00000186803
26224,ENSG00000005812
6134,ENSG00000147403
9940,ENSG00000008226
64091,ENSG00000121577
8892,ENSG00000119718
347541,ENSG00000188408
2752,ENSG00000135821
629,ENSG00000243649
27130,ENSG00000119509
55510,ENSG00000080007
29896,ENSG00000164548
3680,ENSG00000144668
23590,ENSG00000148459
7220,ENSG00000144935
5577,ENSG00000005249
119692,ENSG00000176922
130916,ENSG00000122085
647099,ENSG00000234851
135458,ENSG00000188996
10580,ENSG00000095637
4697,ENSG00000189043
100616101,
5745,ENSG00000160801
27302,ENSG00000163217
2560,ENSG00000163288
9188,ENSG00000165732
64859,ENSG00000173559
153478,ENSG00000153404
653499,ENSG00000178934
55722,ENSG00000112877
64065,ENSG00000112378
51382,ENSG00000100554
80019,ENSG00000165886
7012,ENSG00000277925
5321,ENSG00000116711
415117,ENSG00000178750
389090,ENSG00000182083
1781,ENSG00000077380
100130274,ENSG00000255181
55346,ENSG00000176148
2104,ENSG00000196482
7476,ENSG00000154764
843,ENSG00000003400
2938,ENSG00000243955
55174,ENSG00000104613
7644,ENSG00000167232
57623,ENSG00000066827
387338,ENSG00000117481
11036,ENSG00000242441
9143,ENSG00000127561
3479,ENSG00000017427
8091,ENSG00000149948
144404,ENSG00000188735
23769,ENSG00000126500
83657,ENSG00000168589
56950,ENSG00000143499
91392,ENSG00000196653
2799,ENSG00000135677
9371,ENSG00000101350
200931,ENSG00000163959
84640,ENSG00000170185
6339,ENSG00000162572
79711,ENSG00000196497
26815,ENSG00000199744
10913,ENSG00000135960
199704,ENSG00000196967
90416,ENSG00000128891
4836,ENSG00000136448
84224,ENSG00000142794
9715,ENSG00000159784
286,ENSG00000029534
54851,ENSG00000168876
9527,ENSG00000108587
3821,ENSG00000134545
79147,ENSG00000181027
58492,ENSG00000175691
127700,ENSG00000116885
4238,ENSG00000037749
90624,ENSG00000186687
117195,ENSG00000179826
100131997,ENSG00000274026
5910,ENSG00000138698
11009,ENSG00000162892
168850,ENSG00000048405
8633,ENSG00000182168
85302,ENSG00000188878
2309,ENSG00000118689
272,ENSG00000133805
140606,ENSG00000198832
55379,ENSG00000108829
7449,
132014,ENSG00000163701
2907,ENSG00000178719
126626,ENSG00000143458
25832,ENSG00000270629
64866,ENSG00000163814
284252,ENSG00000134504
8065,ENSG00000166266
8859,ENSG00000204344
254827,ENSG00000177694
126070,ENSG00000171295
129804,ENSG00000144152
344901,ENSG00000188729
50861,ENSG00000197457
29095,ENSG00000123353
55173,ENSG00000048544
2331,ENSG00000122176
138724,ENSG00000174038
7643,ENSG00000213988
344561,ENSG00000173302
5928,ENSG00000162521
57624,ENSG00000144460
643866,ENSG00000139899
11031,ENSG00000168461
5326,ENSG00000126003
1786,ENSG00000130816
117159,ENSG00000161634
55341,ENSG00000041802
124975,ENSG00000167741
8439,ENSG00000035681
2103,ENSG00000119715
7471,ENSG00000125084
124149,ENSG00000261239
145942,ENSG00000166069
844,ENSG00000143318
4690,ENSG00000158092
5742,ENSG00000095303
387569,
2567,ENSG00000182256
64062,ENSG00000139746
7015,ENSG00000164362
51385,ENSG00000164048
8861,ENSG00000198728
50859,ENSG00000196104
284058,ENSG00000120071
3687,ENSG00000140678
23597,ENSG00000123130
7227,ENSG00000104447
5570,ENSG00000135549
119695,ENSG00000279270
10587,ENSG00000184470
4664,ENSG00000138386
56154,ENSG00000133863
10741,ENSG00000089050
1316,ENSG00000067082
375484,ENSG00000170085
2593,ENSG00000130005
152559,ENSG00000163291
60436,ENSG00000118707
26223,ENSG00000164616
3441,ENSG00000236637
64096,ENSG00000125861
9947,ENSG00000155495
6133,ENSG00000163682
8895,ENSG00000085719
51371,ENSG00000132963
54431,ENSG00000077232
9349,ENSG00000125691
3673,ENSG00000164171
84678,ENSG00000089094
200909,ENSG00000186090
26011,ENSG00000149256
6301,ENSG00000031698
23563,ENSG00000135702
51143,ENSG00000144635
79729,ENSG00000214193
149111,ENSG00000143786
5584,ENSG00000163558
1124,ENSG00000285162
10573,ENSG00000086504
3217,ENSG00000260027
55187,ENSG00000048707
51527,ENSG00000100744
54869,ENSG00000131037
23107,ENSG00000113048
266743,ENSG00000174576
780776,ENSG00000166676
1540,ENSG00000083799
10117,ENSG00000132464
116843,ENSG00000146409
4200,ENSG00000082212
10325,ENSG00000083750
441234,ENSG00000182111
340307,ENSG00000271321
257236,ENSG00000173013
79943,ENSG00000185730
93099,ENSG00000161249
7485,ENSG00000182093
100170765,ENSG00000204978
51715,ENSG00000112210
84812,ENSG00000115556
23335,ENSG00000091157
6557,ENSG00000074803
246176,ENSG00000270765
63876,ENSG00000165495
147040,ENSG00000213859
611,ENSG00000128617
9382,ENSG00000166685
284067,ENSG00000231256
51188,ENSG00000008324
285989,ENSG00000198556
80213,ENSG00000184277
2558,ENSG00000186297
93436,ENSG00000105676
80021,ENSG00000137842
124512,ENSG00000181038
161582,ENSG00000256061
8406,ENSG00000101955
2900,ENSG00000149403
5319,ENSG00000170890
388946,ENSG00000284701
117166,ENSG00000127578
130576,ENSG00000150556
403278,ENSG00000196098
5917,ENSG00000113643
22822,ENSG00000139289
8634,ENSG00000137996
275,ENSG00000145020
255798,ENSG00000214097
284403,ENSG00000075702
55970,ENSG00000172380
100526783,ENSG00000250021
9520,ENSG00000141279
79140,ENSG00000160050
6568,ENSG00000124568
81563,ENSG00000116667
125050,ENSG00000202198
58495,ENSG00000125850
127707,ENSG00000179023
53841,ENSG00000099834
389860,ENSG00000238269
131450,ENSG00000163606
10914,ENSG00000090060
10128,ENSG00000138095
90411,ENSG00000180398
4831,ENSG00000243678
84223,ENSG00000114473
285525,ENSG00000177752
92346,ENSG00000180999
9712,ENSG00000148429
152330,ENSG00000144619
54856,ENSG00000116580
23138,ENSG00000145911
131034,ENSG00000196353
90075,ENSG00000168661
9376,ENSG00000149452
28988,ENSG00000136279
84647,ENSG00000138308
285141,ENSG00000204334
29066,ENSG00000122299
79716,ENSG00000215440
9144,ENSG00000108639
64895,ENSG00000115421
167681,ENSG00000146250
9978,ENSG00000100387
222068,ENSG00000158604
56957,ENSG00000264522
83650,ENSG00000177710
5789,ENSG00000153707
374569,ENSG00000166183
1329,ENSG00000135940
164684,ENSG00000183066
5935,ENSG00000102317
57639,ENSG00000135205
257,ENSG00000156150
22800,ENSG00000133818
54880,ENSG00000183337
8424,ENSG00000129151
859,ENSG00000182533
2922,ENSG00000134443
117144,ENSG00000175294
65991,ENSG00000165775
55738,ENSG00000101199
