NCBI UID,Ensembl ID
653121,ENSG00000160062
84101,ENSG00000136014
6478,ENSG00000181788
79050,ENSG00000184967
3936,ENSG00000136167
390061,ENSG00000167360
116150,ENSG00000153989
9054,ENSG00000244005
92400,ENSG00000119446
6820,ENSG00000088002
9868,ENSG00000154174
406884,ENSG00000284520
5699,ENSG00000205220
83740,ENSG00000277745
116534,ENSG00000184350
1837,ENSG00000134769
387680,ENSG00000099290
390637,ENSG00000183208
89874,ENSG00000183032
345930,ENSG00000203734
9266,ENSG00000105443
65259,
85443,ENSG00000163673
533,ENSG00000117410
80131,ENSG00000171017
124402,ENSG00000153443
283160,ENSG00000279116
619569,ENSG00000207406
8340,ENSG00000185130
701,ENSG00000156970
27018,ENSG00000166681
393046,ENSG00000221836
51098,ENSG00000101052
114899,ENSG00000082196
80303,ENSG00000115468
100101629,
643949,
135114,ENSG00000111911
100188893,ENSG00000214736
22932,ENSG00000146707
8724,ENSG00000112335
100526693,ENSG00000250151
140711,ENSG00000101342
55860,ENSG00000131966
85027,ENSG00000256235
157,ENSG00000100077
125988,ENSG00000174917
79898,ENSG00000176024
8516,ENSG00000077943
2810,ENSG00000175793
25925,ENSG00000198795
126731,ENSG00000154429
100129271,ENSG00000198854
5209,ENSG00000170525
57539,ENSG00000118965
5655,ENSG00000129451
375567,ENSG00000188730
57165,ENSG00000198835
55632,ENSG00000092140
9098,ENSG00000129204
64949,ENSG00000125901
51292,ENSG00000100938
138065,ENSG00000165188
8976,ENSG00000106299
7102,ENSG00000156298
401251,ENSG00000228727
64175,ENSG00000117385
29986,ENSG00000165794
3790,ENSG00000170745
2642,ENSG00000215644
27020,ENSG00000156642
23480,ENSG00000132432
5467,ENSG00000112033
10490,ENSG00000100568
25777,ENSG00000100242
55064,ENSG00000106686
55858,ENSG00000134851
5003,ENSG00000254827
11126,ENSG00000117281
57733,ENSG00000249948
11314,ENSG00000167851
2014,ENSG00000142227
55256,ENSG00000182551
953,ENSG00000138185
2828,ENSG00000177464
7566,ENSG00000154957
55090,ENSG00000141026
3300,ENSG00000135924
6672,ENSG00000067066
51430,ENSG00000094975
4125,ENSG00000104774
122953,ENSG00000140044
131578,ENSG00000172061
4919,ENSG00000185483
10000,ENSG00000117020
1457,ENSG00000101266
4317,ENSG00000118113
374819,ENSG00000176809
1665,ENSG00000109606
390059,ENSG00000184698
10232,ENSG00000102854
78986,ENSG00000133878
26750,ENSG00000136643
6440,ENSG00000168484
152816,ENSG00000174792
400713,ENSG00000221923
84905,ENSG00000131061
51602,ENSG00000055044
79068,ENSG00000140718
7592,ENSG00000147124
4773,ENSG00000101096
375593,ENSG00000178809
1201,ENSG00000188603
10656,ENSG00000131773
57191,ENSG00000178201
440695,ENSG00000253831
3556,ENSG00000196083
54714,ENSG00000170289
6818,ENSG00000261052
100526835,ENSG00000259030
22794,ENSG00000108349
51266,ENSG00000165682
23646,ENSG00000105223
3764,ENSG00000121361
554313,ENSG00000270276
255220,ENSG00000204193
285855,ENSG00000146223
51054,ENSG00000134297
23474,ENSG00000105755
5493,ENSG00000118898
4541,ENSG00000198695
10464,ENSG00000083535
252839,ENSG00000116857
1033,ENSG00000100526
131920,ENSG00000198398
56271,ENSG00000102409
127845,ENSG00000174567
150,ENSG00000150594
55269,ENSG00000121390
93145,ENSG00000105088
2817,ENSG00000063660
93979,ENSG00000158525
91612,ENSG00000258289
11119,ENSG00000026950
5800,ENSG00000151490
2219,ENSG00000085265
145264,ENSG00000165953
362,ENSG00000161798
93377,ENSG00000197430
8723,ENSG00000114520
55867,ENSG00000168065
80760,ENSG00000123243
5458,ENSG00000151615
729873,ENSG00000274611
89887,ENSG00000197483
90196,ENSG00000204070
653784,ENSG00000173272
8347,ENSG00000180596
9295,ENSG00000116754
706,ENSG00000100300
80304,ENSG00000163026
124637,ENSG00000182224
8175,ENSG00000104897
534,ENSG00000213760
64976,ENSG00000185608
85444,ENSG00000133739
152485,ENSG00000151612
158983,ENSG00000123569
119749,ENSG00000185926
1830,ENSG00000134757
143503,ENSG00000180785
150928,ENSG00000214182
440498,ENSG00000226742
84750,ENSG00000172728
284184,ENSG00000224877
2689,ENSG00000136487
9261,ENSG00000162889
136306,ENSG00000157703
6229,ENSG00000138326
3569,ENSG00000136244
6827,ENSG00000213246
9053,ENSG00000135525
51259,ENSG00000187049
83747,
341799,ENSG00000181803
122706,ENSG00000222028
10669,ENSG00000138028
338751,ENSG00000183313
9437,ENSG00000189430
152015,ENSG00000114547
285600,ENSG00000185261
84106,ENSG00000133246
998,ENSG00000070831
3931,ENSG00000213398
133022,ENSG00000174599
157567,ENSG00000186106
79057,ENSG00000130032
390066,ENSG00000181609
282617,ENSG00000197110
10803,ENSG00000173585
53358,ENSG00000148082
337973,ENSG00000186925
90506,ENSG00000141294
4926,ENSG00000137497
1468,ENSG00000183048
166012,ENSG00000180767
9605,ENSG00000075399
396,ENSG00000141522
84334,ENSG00000256053
54941,ENSG00000101695
55893,ENSG00000186918
57705,ENSG00000128815
375307,ENSG00000158428
1495,ENSG00000044115
646409,ENSG00000205267
128497,ENSG00000149634
55052,ENSG00000242485
2210,ENSG00000291135
7762,ENSG00000149054
8518,ENSG00000070061
55260,ENSG00000161558
79896,ENSG00000185875
159,ENSG00000035687
2022,ENSG00000106991
6482,ENSG00000008513
965,ENSG00000116815
100271927,ENSG00000170667
5207,ENSG00000158571
57537,ENSG00000184985
11322,ENSG00000141524
114299,
3594,ENSG00000096996
254102,ENSG00000173442
55604,ENSG00000079691
9892,ENSG00000065609
8940,ENSG00000100038
7134,ENSG00000114854
5663,ENSG00000080815
10694,ENSG00000156261
57153,ENSG00000129353
4583,ENSG00000198788
5451,ENSG00000143190
728194,ENSG00000169402
2674,ENSG00000151892
28862,ENSG00000231292
7306,ENSG00000107165
49855,ENSG00000140386
51096,ENSG00000011260
114897,ENSG00000173918
32,ENSG00000076555
159090,ENSG00000156504
3560,ENSG00000100385
9866,ENSG00000166436
23670,ENSG00000135048
65065,ENSG00000144426
51250,ENSG00000130349
56849,ENSG00000182916
4745,ENSG00000165973
5697,ENSG00000131096
1237,ENSG00000179934
10660,ENSG00000138136
150921,ENSG00000163792
90957,ENSG00000163214
1839,ENSG00000113070
10452,ENSG00000130204
1005,ENSG00000081138
54510,ENSG00000189184
26130,ENSG00000165219
29944,ENSG00000183837
84759,ENSG00000115289
3752,ENSG00000171385
493861,ENSG00000255150
79608,ENSG00000166405
200014,ENSG00000154222
51062,ENSG00000198513
414325,ENSG00000176797
4113,ENSG00000099399
100129885,
10036,ENSG00000167670
56623,ENSG00000148384
3336,ENSG00000115541
51406,ENSG00000225921
23026,ENSG00000041515
54948,ENSG00000166902
3104,ENSG00000204859
114609,ENSG00000150455
79862,ENSG00000188295
55294,ENSG00000109670
54346,ENSG00000112494
125972,ENSG00000269058
84933,ENSG00000189376
3938,ENSG00000115850
51634,ENSG00000134597
991,ENSG00000117399
92856,ENSG00000136718
6476,ENSG00000090402
23214,ENSG00000169180
4321,ENSG00000262406
1653,ENSG00000079785
441315,ENSG00000215373
10204,ENSG00000102898
201931,ENSG00000170088
730,ENSG00000112936
3799,ENSG00000170759
80332,ENSG00000149451
10499,ENSG00000140396
56882,ENSG00000197622
126364,ENSG00000175489
286423,ENSG00000224236
9091,ENSG00000007541
153561,
93517,ENSG00000184860
100292719,
5238,ENSG00000013375
25914,ENSG00000176225
643376,ENSG00000233436
57508,ENSG00000108506
91624,ENSG00000162614
8527,ENSG00000077044
166,ENSG00000104964
85016,ENSG00000137691
79095,ENSG00000171159
64518,ENSG00000125409
2821,ENSG00000105220
8715,ENSG00000101746
22903,ENSG00000132640
354,ENSG00000142515
92293,ENSG00000181234
55851,ENSG00000205155
195827,ENSG00000158122
5836,ENSG00000100504
643382,ENSG00000232070
389941,ENSG00000165985
285636,ENSG00000205765
9401,ENSG00000160957
81442,ENSG00000188340
6449,ENSG00000104969
3309,ENSG00000044574
84302,ENSG00000165152
9633,ENSG00000132749
51439,ENSG00000137414
23019,ENSG00000125107
54977,ENSG00000144659
10009,ENSG00000177485
84766,ENSG00000130038
139378,ENSG00000156920
79637,ENSG00000125449
65268,ENSG00000165238
83543,ENSG00000126878
4548,ENSG00000116984
1806,ENSG00000188641
647174,ENSG00000253309
89845,ENSG00000124574
339487,ENSG00000176261
1208,ENSG00000137392
57198,ENSG00000143515
60528,ENSG00000006744
6811,ENSG00000162236
9859,ENSG00000143702
55293,ENSG00000151116
79865,ENSG00000112195
158521,ENSG00000176988
84108,ENSG00000156374
9439,ENSG00000112282
51633,ENSG00000155100
84934,ENSG00000139405
23213,ENSG00000137573
996,ENSG00000004897
4326,ENSG00000198598
10203,ENSG00000064989
1654,ENSG00000215301
116159,ENSG00000166265
4114,ENSG00000198798
148581,ENSG00000177414
1466,ENSG00000175183
56624,ENSG00000188611
4928,ENSG00000110713
398,ENSG00000242173
7791,ENSG00000159840
6643,ENSG00000205302
147991,ENSG00000178904
1002,ENSG00000179242
375790,ENSG00000188157
10455,ENSG00000198721
54517,ENSG00000091127
2687,ENSG00000099998
3755,ENSG00000026559
29943,ENSG00000142623
26137,ENSG00000181722
6227,ENSG00000171858
51065,ENSG00000185088
65250,ENSG00000197603
35,ENSG00000122971
6829,ENSG00000196235
3567,ENSG00000113525
23677,ENSG00000130147
9861,ENSG00000163636
222171,ENSG00000176532
6015,ENSG00000204227
51257,ENSG00000099785
65062,ENSG00000155755
120863,ENSG00000166153
5690,ENSG00000126067
199870,ENSG00000009780
10667,ENSG00000145982
1230,ENSG00000163823
147965,ENSG00000130244
4584,ENSG00000169894
5456,ENSG00000196767
338599,ENSG00000188716
708,ENSG00000108561
2673,ENSG00000198380
8349,ENSG00000184678
64376,ENSG00000095574
51091,ENSG00000109618
7301,ENSG00000092445
64978,ENSG00000204316
55603,ENSG00000112773
3593,ENSG00000113302
23683,ENSG00000115825
9895,ENSG00000196663
7133,ENSG00000028137
388407,ENSG00000187013
5664,ENSG00000143801
10693,ENSG00000132141
57154,ENSG00000198742
79891,ENSG00000083814
55267,ENSG00000182257
26795,ENSG00000238650
343450,ENSG00000162687
125981,ENSG00000167769
2819,ENSG00000167588
145864,ENSG00000140511
962,ENSG00000117091
100129278,ENSG00000218819
57530,ENSG00000143375
256236,ENSG00000291230
11325,ENSG00000198231
5032,ENSG00000244165
11117,ENSG00000138080
55055,ENSG00000174442
54187,ENSG00000095380
2217,ENSG00000104870
55869,ENSG00000147099
390433,ENSG00000176253
10658,ENSG00000149187
85481,ENSG00000147613
219333,ENSG00000152484
84553,ENSG00000146267
3558,ENSG00000109471
23648,ENSG00000157216
51268,ENSG00000179761
8382,ENSG00000112981
26108,ENSG00000171016
144717,ENSG00000198324
200810,ENSG00000291096
6218,ENSG00000182774
30851,ENSG00000213977
127077,ENSG00000279301
83544,ENSG00000119661
1801,ENSG00000108963
100287238,ENSG00000232399
84305,ENSG00000170473
54970,ENSG00000149292
53369,
1459,ENSG00000070770
390265,ENSG00000182634
4917,ENSG00000162068
117286,ENSG00000141977
4319,ENSG00000166670
9406,ENSG00000132485
78988,ENSG00000173141
157556,ENSG00000236939
79066,ENSG00000127804
22904,ENSG00000064932
8712,ENSG00000068985
353,ENSG00000198931
284525,ENSG00000162753
55856,ENSG00000112304
6688,ENSG00000066336
54984,ENSG00000254093
401409,ENSG00000146955
221955,ENSG00000164535
5831,ENSG00000183010
11128,ENSG00000148606
25913,ENSG00000128513
55258,ENSG00000144115
8520,ENSG00000128708
161,ENSG00000183020
7568,ENSG00000132010
79092,ENSG00000141527
2826,ENSG00000184451
353299,ENSG00000121446
9096,ENSG00000112837
392390,ENSG00000171459
50940,ENSG00000128655
29988,ENSG00000136856
